event_id,event_time,event_source,event_name,event_type,read_only,user_name,access_key_id,source_ip,user_agent,aws_region,bucket_name,request_key,content_length,target_user,policy_arn,created_access_key,secret_id,mfa_used,error_code
9a30fd13-687e-4119-b051-4a182ca0039a,2026-08-03T08:22:28Z,signin.amazonaws.com,ConsoleLogin,AwsConsoleSignIn,false,diana,AKIADIANA0000EXPL,203.0.113.16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/126.0 Safari/537.36",us-east-1,,,0,,,,,Yes,
d2ae3403-c7d1-4d90-9e13-71dfd963783a,2026-08-03T08:24:02Z,s3.amazonaws.com,PutObject,AwsApiCall,false,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-uploads,uploads/user-13/photo-43.jpg,8192,,,,,,
b761d7f8-d71b-4760-8461-91468f92ec2b,2026-08-03T08:30:56Z,s3.amazonaws.com,PutObject,AwsApiCall,false,bob,AKIABOB000000EXMPL,203.0.113.13,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-website,website/index.html,1048576,,,,,,
f3b15044-d9aa-43f7-babf-1cc37dada20d,2026-08-03T08:35:37Z,s3.amazonaws.com,GetObject,AwsApiCall,true,svc-log-shipper,AKIASVCLOGS0000,203.0.113.22,aws-cli/2.12.7 Python/3.9.16 Linux/5.4.0-150-generic,us-east-1,acme-logs,application/log-2026-08-03.gz,0,,,,,,
3a6ff515-2c56-4405-a017-6e092b7258ca,2026-08-03T08:35:46Z,s3.amazonaws.com,GetObject,AwsApiCall,true,svc-data-pipeline,AKIASVCPIPE0000,203.0.113.21,aws-cli/2.12.7 Python/3.9.16 Linux/5.4.0-150-generic,us-east-1,acme-data,data/raw/2026-08-03/events-6.parquet,0,,,,,,
98da96da-903f-4db3-9465-e72992bea202,2026-08-03T08:38:30Z,s3.amazonaws.com,GetBucketPolicy,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.14,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-website,,0,,,,,,
b70a4d7e-513d-448c-bdbd-59dc51ddb7b7,2026-08-03T08:40:21Z,s3.amazonaws.com,ListBuckets,AwsApiCall,true,alice,AKIAALICE000EXMPL,203.0.113.12,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,,,0,,,,,,
e64a7a62-b237-4a4f-b0fc-73810338b75e,2026-08-03T08:45:03Z,s3.amazonaws.com,GetObject,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.13,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-website,website/assets/app.3310.js,0,,,,,,
c223cdd8-a0fc-423c-abca-80936efe7037,2026-08-03T08:48:31Z,s3.amazonaws.com,GetObject,AwsApiCall,true,alice,AKIAALICE000EXMPL,203.0.113.12,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-logs,application/log-2026-08-03.gz,0,,,,,,
d63464e2-69fa-4af3-ab02-d7d1c3e082e1,2026-08-03T08:51:29Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,alice,AKIAALICE000EXMPL,203.0.113.11,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-data,,0,,,,,,
ecc70d9c-dc4f-4664-90d3-209f30a0d407,2026-08-03T08:52:46Z,sts.amazonaws.com,GetCallerIdentity,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.13,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-uploads,,0,,,,,,
8058786f-991d-48e4-81f8-9346e58ad953,2026-08-03T08:59:20Z,s3.amazonaws.com,GetObject,AwsApiCall,true,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-reports,reports/q13.csv,0,,,,,,
93097725-3ef2-4aff-b3cd-383fff3d1c64,2026-08-03T09:03:38Z,s3.amazonaws.com,GetObject,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.13,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-website,website/assets/app.6700.js,0,,,,,,
a49c9ccb-7863-41d2-a9a8-80aa5ffc96c1,2026-08-03T09:04:29Z,s3.amazonaws.com,PutObject,AwsApiCall,false,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-data,data/daily/2026-08-03.csv,8192,,,,,,
0da1c534-7a51-4081-af03-715e1e033801,2026-08-03T09:06:43Z,signin.amazonaws.com,ConsoleLogin,AwsConsoleSignIn,false,alice,AKIAALICE000EXMPL,203.0.113.12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0 Safari/537.36",us-east-1,,,0,,,,,Yes,
aae5724d-c7b6-45e6-9830-862b14bc986a,2026-08-03T09:06:45Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,,0,,,,,,
eee1825c-b4f2-48bd-81f1-3a662bef434c,2026-08-03T09:09:23Z,s3.amazonaws.com,GetObject,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.14,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-website,website/index.html,0,,,,,,
e444ff86-4409-4f98-9e82-bdd737e98c04,2026-08-03T09:18:43Z,s3.amazonaws.com,PutObject,AwsApiCall,false,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-reports,reports/q4.csv,4096,,,,,,
59b78968-685c-469c-92d9-8e596a93e93e,2026-08-03T09:23:40Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,alice,AKIAALICE000EXMPL,203.0.113.12,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-data,,0,,,,,,
cad5f97b-cecd-4723-a88e-8c7e0f9e8456,2026-08-03T09:31:08Z,signin.amazonaws.com,ConsoleLogin,AwsConsoleSignIn,false,evelyn,AKIAEVELYN000EXPM,203.0.113.17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/127.0",us-east-1,,,0,,,,,Yes,
bbb862ce-75cf-4e43-8d90-a8b1d0c635c5,2026-08-03T09:32:39Z,sts.amazonaws.com,GetCallerIdentity,AwsApiCall,true,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-reports,,0,,,,,,
e5d029fe-bfca-49e9-bbc1-161445c5b1a3,2026-08-03T09:35:51Z,s3.amazonaws.com,PutObject,AwsApiCall,false,svc-log-shipper,AKIASVCLOGS0000,203.0.113.22,aws-cli/2.12.7 Python/3.9.16 Linux/5.4.0-150-generic,us-east-1,acme-logs,application/log-2026-08-03.gz,65536,,,,,,
2c167faa-d0a9-41cc-8089-0866a3b2c45c,2026-08-03T09:38:14Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-backups,,0,,,,,,
9f45a265-840f-442d-a3c2-3d51c7953a74,2026-08-03T09:38:31Z,s3.amazonaws.com,HeadObject,AwsApiCall,true,alice,AKIAALICE000EXMPL,203.0.113.12,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-data,data/daily/2026-08-03.csv,0,,,,,,
c2a458f6-df07-4150-8487-dd49ec878acb,2026-08-03T09:40:27Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-backups,,0,,,,,,
23a1340a-d38f-4dd7-8ddd-68021d9e53c9,2026-08-03T09:41:31Z,s3.amazonaws.com,GetObject,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,reports/q19.csv,0,,,,,,
9c65e2c8-cc7e-45c3-a7aa-3c31957707f2,2026-08-03T09:42:21Z,s3.amazonaws.com,GetObject,AwsApiCall,true,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-data,data/raw/2026-08-03/events-9.parquet,0,,,,,,
08a3ed98-31c7-4038-967c-cbe9a4aa35fd,2026-08-03T09:46:53Z,sts.amazonaws.com,GetCallerIdentity,AwsApiCall,true,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-reports,,0,,,,,,
27ff08c3-84a7-4281-b4fa-98291d934a8a,2026-08-03T09:49:48Z,s3.amazonaws.com,GetObject,AwsApiCall,true,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-uploads,uploads/user-12/photo-31.jpg,0,,,,,,
affebe86-0c66-4658-a7c2-cd8d485cc13a,2026-08-03T09:57:24Z,s3.amazonaws.com,ListBuckets,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.14,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,,,0,,,,,,
6eed8fae-03d8-4d61-a352-2033fc260667,2026-08-03T09:58:03Z,iam.amazonaws.com,GetUser,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,,,0,,,,,,
d383a7f8-ceeb-4c52-ae1a-f2566eb7f5b0,2026-08-03T10:01:02Z,s3.amazonaws.com,PutObject,AwsApiCall,false,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-reports,reports/q19.csv,2097152,,,,,,
9266dbe8-3672-46f5-9e5a-f311540a04a5,2026-08-03T10:02:04Z,s3.amazonaws.com,GetObject,AwsApiCall,true,evelyn,AKIAEVELYN000EXPM,203.0.113.17,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,reports/q16.csv,0,,,,,,
c85ab451-2852-4b64-8d89-00bfb351866d,2026-08-03T10:02:14Z,s3.amazonaws.com,GetObject,AwsApiCall,true,alice,AKIAALICE000EXMPL,203.0.113.11,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-logs,application/log-2026-08-03.gz,0,,,,,,
cd705ab4-9e69-432d-b974-371ab38b6102,2026-08-03T10:05:05Z,s3.amazonaws.com,GetObject,AwsApiCall,true,svc-data-pipeline,AKIASVCPIPE0000,203.0.113.21,aws-cli/2.12.7 Python/3.9.16 Linux/5.4.0-150-generic,us-east-1,acme-data,data/raw/2026-08-03/events-5.parquet,0,,,,,,
e33b954e-5146-43db-b1ab-052bd3faed66,2026-08-03T10:05:13Z,s3.amazonaws.com,GetObject,AwsApiCall,true,svc-log-shipper,AKIASVCLOGS0000,203.0.113.22,aws-cli/2.12.7 Python/3.9.16 Linux/5.4.0-150-generic,us-east-1,acme-logs,application/log-2026-08-03.gz,0,,,,,,
58c05c6e-817d-4130-ad24-9602622313f2,2026-08-03T10:21:15Z,s3.amazonaws.com,GetObject,AwsApiCall,true,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-reports,reports/q7.csv,0,,,,,,
48127940-c675-4711-a047-62e6fff7189a,2026-08-03T10:23:16Z,s3.amazonaws.com,PutObject,AwsApiCall,false,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-reports,reports/q2.csv,4096,,,,,,
8b03d7bb-a45f-48d5-b7be-ad1a42f0ed0e,2026-08-03T10:24:12Z,s3.amazonaws.com,GetObject,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.2,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-backups,backups/website-2026-08-03.tar.gz,0,,,,,,
8aba12ef-5139-4775-aa0d-b294d47615eb,2026-08-03T10:27:27Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,evelyn,AKIAEVELYN000EXPM,203.0.113.17,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,,0,,,,,,
76274e44-36c8-4893-b006-7fc76aa7797b,2026-08-03T10:34:42Z,s3.amazonaws.com,PutObject,AwsApiCall,false,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-backups,backups/website-2026-08-03.tar.gz,4096,,,,,,
6b605ea0-6c92-4c9e-9d15-112da4950f3d,2026-08-03T10:39:09Z,s3.amazonaws.com,PutObject,AwsApiCall,false,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-backups,backups/db-snapshot-2026-08-03.sql.gz,1024,,,,,,
5ef2cfef-83ba-4b92-b299-d6b35ae7afaf,2026-08-03T10:39:52Z,s3.amazonaws.com,GetObject,AwsApiCall,true,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-uploads,uploads/tickets/ticket-2123.pdf,0,,,,,,
9329ea4e-6c50-41d0-b010-59daaf67e662,2026-08-03T10:44:58Z,sts.amazonaws.com,GetCallerIdentity,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.2,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,,0,,,,,,
3c200341-9656-4bcd-a674-8f194112a06b,2026-08-03T10:53:17Z,s3.amazonaws.com,GetObject,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.2,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,reports/q15.csv,0,,,,,,
4ab4364f-fff3-4fe7-8ecb-c2f4b58415ba,2026-08-03T10:54:52Z,signin.amazonaws.com,ConsoleLogin,AwsConsoleSignIn,false,bob,AKIABOB000000EXMPL,203.0.113.13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",us-east-1,,,0,,,,,Yes,
51259bcd-5c2c-42fc-b435-20b0f1b561e2,2026-08-03T11:04:10Z,s3.amazonaws.com,GetObject,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.13,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-uploads,uploads/tickets/ticket-9480.pdf,0,,,,,,
7f92f6f9-fd59-42e2-af77-f06bf8947897,2026-08-03T11:07:21Z,s3.amazonaws.com,GetBucketPolicy,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.13,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-website,,0,,,,,,
8c1aa904-2224-48ec-87d6-be7a475dc587,2026-08-03T11:07:50Z,s3.amazonaws.com,GetObject,AwsApiCall,true,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-uploads,uploads/user-46/photo-17.jpg,0,,,,,,
75308c01-aa92-47d5-a43d-3f6ec0e6eaa7,2026-08-03T11:08:05Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-reports,,0,,,,,,
0d4fc7a6-e4f4-4f53-92a7-100bf3994c63,2026-08-03T11:09:12Z,s3.amazonaws.com,GetObject,AwsApiCall,true,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-data,data/raw/2026-08-03/events-8.parquet,0,,,,,,
0e168b22-d74c-4c97-8ca3-2b82b9356d57,2026-08-03T11:15:44Z,s3.amazonaws.com,PutObject,AwsApiCall,false,admin,AKIADMIN000EXAMPLE,203.0.113.2,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,reports/monthly-9.pdf,8192,,,,,,
478f22b0-6220-42af-8a0b-ef378acad6ef,2026-08-03T11:23:19Z,signin.amazonaws.com,ConsoleLogin,AwsConsoleSignIn,false,admin,AKIADMIN000EXAMPLE,203.0.113.1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",us-east-1,,,0,,,,,Yes,
5be15221-cba8-4edf-9e18-4d72a5b1c452,2026-08-03T11:24:06Z,s3.amazonaws.com,GetBucketAcl,AwsApiCall,true,bob,AKIABOB000000EXMPL,203.0.113.13,aws-cli/2.14.4 Python/3.10.12 Linux/5.15.0-112-generic,us-east-1,acme-uploads,,0,,,,,,
72e8f300-690b-4c0d-a86e-da7c3fdabd67,2026-08-03T11:33:23Z,s3.amazonaws.com,GetObject,AwsApiCall,true,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-data,data/daily/2026-08-03.csv,0,,,,,,
0d169b34-ccc8-4415-99f9-26524d7cb951,2026-08-03T11:34:22Z,s3.amazonaws.com,ListBuckets,AwsApiCall,true,evelyn,AKIAEVELYN000EXPM,203.0.113.17,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,,,0,,,,,,
a9456a3e-49ff-4e06-a6cc-e29517a48914,2026-08-03T11:35:52Z,s3.amazonaws.com,GetObject,AwsApiCall,true,svc-log-shipper,AKIASVCLOGS0000,203.0.113.22,aws-cli/2.12.7 Python/3.9.16 Linux/5.4.0-150-generic,us-east-1,acme-logs,application/log-2026-08-03.gz,0,,,,,,
5b3e464b-5b29-4c75-a1d8-c82fc0974745,2026-08-03T11:38:21Z,s3.amazonaws.com,HeadObject,AwsApiCall,true,evelyn,AKIAEVELYN000EXPM,203.0.113.17,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-reports,reports/q20.csv,0,,,,,,
90f78874-6926-4f5d-b423-d3ddef695324,2026-08-03T11:38:42Z,s3.amazonaws.com,HeadObject,AwsApiCall,true,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-reports,reports/monthly-3.pdf,0,,,,,,
79bec873-7f3a-4d7d-b241-b8ee9ef800e8,2026-08-03T11:39:35Z,s3.amazonaws.com,PutObject,AwsApiCall,false,alice,AKIAALICE000EXMPL,203.0.113.11,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-data,data/daily/2026-08-03.csv,8192,,,,,,
c666ffa5-523c-492c-b17e-3e0bf3f93703,2026-08-03T11:40:49Z,s3.amazonaws.com,HeadObject,AwsApiCall,true,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-uploads,uploads/tickets/ticket-7471.pdf,0,,,,,,
2d57de8d-74c9-4d99-9c58-2ebffd046a85,2026-08-03T11:41:02Z,s3.amazonaws.com,GetObject,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.1,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-backups,backups/db-snapshot-2026-08-03.sql.gz,0,,,,,,
af559250-03ba-4b10-a05f-ce58e3146e2a,2026-08-03T11:49:01Z,s3.amazonaws.com,PutObject,AwsApiCall,false,alice,AKIAALICE000EXMPL,203.0.113.12,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-data,data/daily/2026-08-03.csv,65536,,,,,,
b992504a-94fc-4629-adfe-6556f51b2524,2026-08-03T11:49:58Z,s3.amazonaws.com,ListObjectsV2,AwsApiCall,true,diana,AKIADIANA0000EXPL,203.0.113.16,aws-cli/2.13.0 Python/3.11.5 Linux/6.5.0-13-generic,us-east-1,acme-uploads,,0,,,,,,
b7ccf5b0-9694-4893-b076-c8321798dd4a,2026-08-03T11:50:22Z,s3.amazonaws.com,GetObject,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.2,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,acme-backups,backups/db-snapshot-2026-08-03.sql.gz,0,,,,,,
e80eeb89-be2b-4bab-8f3e-7fdcbff5d841,2026-08-03T11:53:51Z,secretsmanager.amazonaws.com,GetSecretValue,AwsApiCall,true,admin,AKIADMIN000EXAMPLE,203.0.113.2,aws-cli/2.15.0 Python/3.11.8 Linux/6.5.0-13-generic,us-east-1,,,0,,,,prod/api-keys,,
9aa696ec-b8a3-4d7d-94fe-b0cbc5351ccd,2026-08-03T11:56:26Z,signin.amazonaws.com,ConsoleLogin,AwsConsoleSignIn,false,charlie,AKIACHARLIE000EXP,203.0.113.15,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0 Safari/537.36",us-east-1,,,0,,,,,Yes,
9bfb28b4-dc1c-424d-8f1a-283e40841661,2026-08-03T12:01:46Z,s3.amazonaws.com,PutObject,AwsApiCall,false,charlie,AKIACHARLIE000EXP,203.0.113.15,aws-cli/2.13.9 Python/3.11.3 Linux/6.2.0-33-generic,us-east-1,acme-reports,reports/q14.csv,4096,,,,,,
aa9d3460-ca1d-4dbc-8c40-857a736ac188,2026-08-03T12:03:41Z,s3.amazonaws.com,PutObject,AwsApiCall,false,alice,AKIAALICE000EXMPL,203.0.113.12,aws-cli/2.15.1 Python/3.11.9 Linux/6.8.0-45-generic,us-east-1,acme-data,data/daily/2026-08-03.csv,8192,,,,,,
